0.94837,0.94837,NaN
0.94846,0.94846,NaN
0.94852,0.94852,NaN
0.94863,0.94863,NaN
0.9487,0.9487,NaN
0.94882,0.94882,NaN
0.94886,0.94886,NaN
0.94898,0.94898,NaN
0.94907,0.94907,NaN
0.94919,0.94919,NaN
0.9493,0.9493,NaN
0.94945,0.94945,NaN
0.94961,0.94961,NaN
0.94972,0.94972,NaN
0.94976,0.94976,NaN
0.94987,0.94987,NaN
0.95001,0.95001,NaN
0.95014,0.95014,NaN
0.95017,0.95017,NaN
0.95032,0.95032,NaN
0.95047,0.95047,NaN
0.95056,0.95056,NaN
0.95071,0.95071,NaN
0.95079,0.95079,NaN
0.95087,0.95087,NaN
0.95096,0.95096,NaN
0.95106,0.95106,NaN
0.95113,0.95113,NaN
0.95124,0.95124,NaN
0.9513,0.9513,NaN
0.95135,0.95135,NaN
0.95142,0.95142,NaN
0.95146,0.95146,NaN
0.95151,0.95151,NaN
0.95157,0.95157,NaN
0.95164,0.95164,NaN
0.95169,0.95169,NaN
0.95184,0.95184,NaN
0.952,0.952,NaN
0.95208,0.95208,NaN
0.95223,0.95223,NaN
0.95237,0.95237,NaN
0.95257,0.95257,NaN
0.9527,0.9527,NaN
0.95292,0.95292,NaN
0.95314,0.95314,NaN
0.95328,0.95328,NaN
0.9535,0.9535,NaN
0.95362,0.95362,NaN
0.95375,0.95375,NaN
0.95382,0.95382,NaN
0.95393,0.95393,NaN
0.95395,0.95395,NaN
0.954,0.954,NaN
0.95401,0.95401,NaN
0.95402,0.95402,NaN
0.95402,0.95402,NaN
0.95402,0.95402,NaN
0.95401,0.95401,NaN
0.954,0.954,NaN
0.954,0.954,NaN
0.954,0.954,NaN
0.954,0.954,NaN
0.954,0.954,NaN
0.954,0.954,NaN
0.95401,0.95401,NaN
0.95401,0.95401,NaN
0.95401,0.95401,NaN
0.95406,0.95406,NaN
0.95405,0.95405,NaN
0.95405,0.95405,NaN
0.95405,0.95405,NaN
0.954,0.954,NaN
0.95399,0.95399,NaN
0.95398,0.95398,NaN
0.95396,0.95396,NaN
0.95391,0.95391,NaN
0.95391,0.95391,NaN
0.95388,0.95388,NaN
0.95382,0.95382,NaN
0.95376,0.95376,NaN
0.95376,0.95376,NaN
0.95373,0.95373,NaN
0.95367,0.95367,NaN
0.9536,0.9536,NaN
0.95357,0.95357,NaN
0.95352,0.95352,NaN
0.95344,0.95344,NaN
0.95345,0.95345,NaN
0.95338,0.95338,NaN
0.9534,0.9534,NaN
0.95336,0.95336,NaN
0.9533,0.9533,NaN
0.95328,0.95328,NaN
0.95324,0.95324,NaN
0.95317,0.95317,NaN
0.9531,0.9531,NaN
0.95302,0.95302,NaN
0.95301,0.95301,NaN
0.95295,0.95295,NaN
0.95293,0.95293,NaN
0.95285,0.95285,NaN
0.95277,0.95277,NaN
0.95265,0.95265,NaN
0.95255,0.95255,NaN
0.95247,0.95247,NaN
0.95238,0.95238,NaN
0.9523,0.9523,NaN
0.95224,0.95224,NaN
0.95212,0.95212,NaN
0.95202,0.95202,NaN
0.95197,0.95197,NaN
0.95194,0.95194,NaN
0.95189,0.95189,NaN
0.95183,0.95183,NaN
0.95182,0.95182,NaN
0.95181,0.95181,NaN
0.95175,0.95175,NaN
0.95174,0.95174,NaN
0.95172,0.95172,NaN
0.95173,0.95173,NaN
0.95164,0.95164,NaN
0.95159,0.95159,NaN
0.95152,0.95152,NaN
0.9515,0.9515,NaN
0.95141,0.95141,NaN
0.95133,0.95133,NaN
0.95118,0.95118,NaN
0.9511,0.9511,NaN
0.95101,0.95101,NaN
0.95091,0.95091,NaN
0.95079,0.95079,NaN
0.95069,0.95069,NaN
0.95061,0.95061,NaN
0.95049,0.95049,NaN
0.95037,0.95037,NaN
0.95027,0.95027,NaN
0.95016,0.95016,NaN
0.95005,0.95005,NaN
0.94999,0.94999,NaN
0.94985,0.94985,NaN
0.94979,0.94979,NaN
0.94971,0.94971,NaN
0.9497,0.9497,NaN
0.94968,0.94968,NaN
0.94962,0.94962,NaN
0.94961,0.94961,NaN
0.94952,0.94952,NaN
0.9495,0.9495,NaN
0.94946,0.94946,NaN
0.94944,0.94944,NaN
0.94942,0.94942,NaN
